Entity,Code,Year,Coal per capita (kWh)
North America,,1993,13242.298
North America,,1994,13148.092
North America,,1995,13112.714
North America,,1996,13514.632
North America,,1997,13624.232
North America,,1998,13615.575
North America,,1999,13394.214
North America,,2000,13820.8955
North America,,2001,13322.514
North America,,2002,13296.276
North America,,2003,13312.398
North America,,2004,13214.892
North America,,2005,13293.822
North America,,2006,12968.1
North America,,2007,12998.598
North America,,2008,12608.05
North America,,2009,10981.583
North America,,2010,11518.025
North America,,2011,10798.549
North America,,2012,9474.157
North America,,2013,9698.779
North America,,2014,9567.23
North America,,2015,8284.121
North America,,2016,7536.1055
North America,,2017,7348.5454
North America,,2018,6913.2085
North America,,2019,5928.7183
North America,,2020,4731.8667
North America,,2021,5309.224
North America,,2022,4927.8325
North Macedonia,MKD,1990,7566.2383
North Macedonia,MKD,1991,7626.8794
North Macedonia,MKD,1992,7652.2817
North Macedonia,MKD,1993,7771.656
North Macedonia,MKD,1994,8131.687
North Macedonia,MKD,1995,8380.804
North Macedonia,MKD,1996,8067.0815
North Macedonia,MKD,1997,7507.5015
North Macedonia,MKD,1998,9665.556
North Macedonia,MKD,1999,8383.758
North Macedonia,MKD,2000,7627.798
North Macedonia,MKD,2001,8370.538
North Macedonia,MKD,2002,7237.0327
North Macedonia,MKD,2003,8307.199
North Macedonia,MKD,2004,7876.2544
North Macedonia,MKD,2005,8161.9814
North Macedonia,MKD,2006,7922.264
North Macedonia,MKD,2007,8119.8677
North Macedonia,MKD,2008,8310.633
North Macedonia,MKD,2009,7440.943
North Macedonia,MKD,2010,7191.263
North Macedonia,MKD,2011,8200.129
North Macedonia,MKD,2012,7709.958
North Macedonia,MKD,2013,6440.985
North Macedonia,MKD,2014,5951.091
North Macedonia,MKD,2015,5358.97
North Macedonia,MKD,2016,4828.1226
North Macedonia,MKD,2017,5272.72
North Macedonia,MKD,2018,4754.714
North Macedonia,MKD,2019,5633.1597
North Macedonia,MKD,2020,3872.2012
North Macedonia,MKD,2021,3372.9568
North Macedonia,MKD,2022,3972.8674
Norway,NOR,1965,2384.1545
Norway,NOR,1966,2177.861
Norway,NOR,1967,2267.5535
Norway,NOR,1968,2288.7942
Norway,NOR,1969,2529.2676
Norway,NOR,1970,2564.911
Norway,NOR,1971,2395.1426
Norway,NOR,1972,2580.643
Norway,NOR,1973,2754.8914
Norway,NOR,1974,3035.3704
Norway,NOR,1975,2870.1682
Norway,NOR,1976,2756.3267
Norway,NOR,1977,2363.2512
Norway,NOR,1978,2426.3032
Norway,NOR,1979,3011.225
Norway,NOR,1980,2778.4456
Norway,NOR,1981,2773.8442
Norway,NOR,1982,2658.0347
Norway,NOR,1983,2822.3264
Norway,NOR,1984,3155.9578
Norway,NOR,1985,3133.701
Norway,NOR,1986,2782.8206
Norway,NOR,1987,2675.9253
Norway,NOR,1988,2732.282
Norway,NOR,1989,2383.9966
Norway,NOR,1990,2224.9717
Norway,NOR,1991,1970.7979
Norway,NOR,1992,1968.559
Norway,NOR,1993,2116.1846
Norway,NOR,1994,2372.374
Norway,NOR,1995,2576.7542
Norway,NOR,1996,2549.455
Norway,NOR,1997,2516.1768
Norway,NOR,1998,2714.3552
Norway,NOR,1999,2526.1252
Norway,NOR,2000,2570.615
Norway,NOR,2001,2279.2065
Norway,NOR,2002,1965.9467
Norway,NOR,2003,1908.2672
Norway,NOR,2004,2141.7732
Norway,NOR,2005,1816.5824
Norway,NOR,2006,1545.7765
Norway,NOR,2007,1682.346
Norway,NOR,2008,1712.2513
Norway,NOR,2009,1345.98
Norway,NOR,2010,1812.1819
Norway,NOR,2011,1985.1023
Norway,NOR,2012,1898.32
Norway,NOR,2013,1776.8883
Norway,NOR,2014,1924.6848
Norway,NOR,2015,1707.5386
Norway,NOR,2016,1737.8159
Norway,NOR,2017,1802.6624
Norway,NOR,2018,1748.865
Norway,NOR,2019,1696.7196
Norway,NOR,2020,1668.5647
Norway,NOR,2021,1811.9697
Norway,NOR,2022,1717.7928
Oceania,,1965,12559.11
Oceania,,1966,12683.367
Oceania,,1967,12676.474
Oceania,,1968,12739.083
Oceania,,1969,12916.339
Oceania,,1970,12735.918
Oceania,,1971,12344.024
Oceania,,1972,12591.475
Oceania,,1973,12944.611
Oceania,,1974,13270.624
Oceania,,1975,13416.348
Oceania,,1976,13689.177
Oceania,,1977,14046.783
Oceania,,1978,14167.207
Oceania,,1979,14533.254
Oceania,,1980,14763.647
Oceania,,1981,14900.484
Oceania,,1982,14801.017
Oceania,,1983,14630.7
Oceania,,1984,15174.644
Oceania,,1985,15414.137
Oceania,,1986,15638.213
Oceania,,1987,15927.574
Oceania,,1988,16503.777
Oceania,,1989,17054.332
Oceania,,1990,17135.504
Oceania,,1991,17143.244
Oceania,,1992,17026.96
Oceania,,1993,16880.04
Oceania,,1994,16934.701
Oceania,,1995,17222.412
Oceania,,1996,17611.723
Oceania,,1997,18226.021
Oceania,,1998,18691.057
Oceania,,1999,19542.941
Oceania,,2000,19361.346
Oceania,,2001,18969.541
Oceania,,2002,19074.904
Oceania,,2003,19507.242
Oceania,,2004,20002.525
Oceania,,2005,19656.422
Oceania,,2006,19814.016
Oceania,,2007,19105.13
Oceania,,2008,19632.44
Oceania,,2009,18483.014
Oceania,,2010,16803.611
Oceania,,2011,16123.093
Oceania,,2012,14973.527
Oceania,,2013,13931.139
Oceania,,2014,13551.653
Oceania,,2015,13787.98
Oceania,,2016,13475.467
Oceania,,2017,12819.162
Oceania,,2018,12330.857
Oceania,,2019,11633.355
Oceania,,2020,11026.86
Oceania,,2021,10582.326
Oceania,,2022,9846.644
Oman,OMN,1994,0.065285675
Oman,OMN,1995,0.034839187
Oman,OMN,1996,0.021889487
Oman,OMN,1997,0.17323081
Oman,OMN,1998,0.24500619
Oman,OMN,1999,0.02885751
Oman,OMN,2000,1.2384025
Oman,OMN,2001,0.69043946
Oman,OMN,2002,1.624569
Oman,OMN,2003,0
Oman,OMN,2004,3.7606874
Oman,OMN,2005,1.451529
Oman,OMN,2006,13.972677
Oman,OMN,2007,3.1331239
Oman,OMN,2008,5.262175
Oman,OMN,2009,6.0370884
Oman,OMN,2010,119.57549
Oman,OMN,2011,36.91227
Oman,OMN,2012,101.57851
Oman,OMN,2013,136.8841
Oman,OMN,2014,103.691025
Oman,OMN,2015,136.5028
Oman,OMN,2016,145.64992
Oman,OMN,2017,194.52296
Oman,OMN,2018,188.2937
Oman,OMN,2019,211.86322
Oman,OMN,2020,246.8951
Oman,OMN,2021,216.29326
Oman,OMN,2022,213.65471
Pakistan,PAK,1965,309.36084
Pakistan,PAK,1966,254.46368
Pakistan,PAK,1967,238.00821
Pakistan,PAK,1968,255.0841
Pakistan,PAK,1969,223.41806
Pakistan,PAK,1970,181.04794
Pakistan,PAK,1971,118.808556
Pakistan,PAK,1972,109.026184
Pakistan,PAK,1973,105.290405
Pakistan,PAK,1974,93.70925
Pakistan,PAK,1975,88.25737
Pakistan,PAK,1976,84.78544
Pakistan,PAK,1977,89.41077
Pakistan,PAK,1978,92.213554
Pakistan,PAK,1979,99.31138
Pakistan,PAK,1980,101.55183
Pakistan,PAK,1981,110.268745
Pakistan,PAK,1982,119.970345
Pakistan,PAK,1983,131.26472
Pakistan,PAK,1984,144.25554
Pakistan,PAK,1985,158.42508
Pakistan,PAK,1986,173.4932
Pakistan,PAK,1987,190.09412
Pakistan,PAK,1988,191.95215
Pakistan,PAK,1989,203.29256
Pakistan,PAK,1990,208.48817
Pakistan,PAK,1991,199.81145
Pakistan,PAK,1992,199.8599
Pakistan,PAK,1993,204.53789
Pakistan,PAK,1994,197.24503
Pakistan,PAK,1995,193.07983
Pakistan,PAK,1996,189.82938
Pakistan,PAK,1997,172.31425
Pakistan,PAK,1998,167.56346
Pakistan,PAK,1999,162.91925
Pakistan,PAK,2000,152.7865
Pakistan,PAK,2001,153.75894
Pakistan,PAK,2002,168.11423
Pakistan,PAK,2003,211.07693
Pakistan,PAK,2004,230.1789
Pakistan,PAK,2005,250.08887
Pakistan,PAK,2006,259.48914
Pakistan,PAK,2007,347.54468
Pakistan,PAK,2008,374.72363
Pakistan,PAK,2009,301.36197
Pakistan,PAK,2010,276.92197
Pakistan,PAK,2011,233.7721
Pakistan,PAK,2012,232.87392
Pakistan,PAK,2013,181.6776
Pakistan,PAK,2014,264.09036
Pakistan,PAK,2015,257.20697
Pakistan,PAK,2016,290.93048
Pakistan,PAK,2017,384.14447
Pakistan,PAK,2018,626.4296
Pakistan,PAK,2019,701.1514
Pakistan,PAK,2020,799.95776
Pakistan,PAK,2021,867.5752
Pakistan,PAK,2022,751.1046
Peru,PER,1965,35.623936
Peru,PER,1966,43.651306
Peru,PER,1967,47.764122
Peru,PER,1968,46.04787
Peru,PER,1969,75.43687
Peru,PER,1970,74.55267
Peru,PER,1971,101.9306
Peru,PER,1972,107.341125
Peru,PER,1973,119.573944
Peru,PER,1974,124.26701
Peru,PER,1975,126.44497
Peru,PER,1976,95.46037
Peru,PER,1977,106.730835
Peru,PER,1978,88.71668
Peru,PER,1979,91.96736
Peru,PER,1980,94.358406
Peru,PER,1981,93.32916
Peru,PER,1982,103.10254
Peru,PER,1983,85.191315
Peru,PER,1984,66.298584
Peru,PER,1985,70.63095
Peru,PER,1986,93.74518
Peru,PER,1987,103.45768
Peru,PER,1988,99.49066
Peru,PER,1989,108.031715
Peru,PER,1990,76.21295
Peru,PER,1991,144.61465
Peru,PER,1992,138.67645
Peru,PER,1993,142.84702
Peru,PER,1994,172.51616
Peru,PER,1995,177.7846
Peru,PER,1996,182.91154
Peru,PER,1997,186.9455
Peru,PER,1998,201.35428
Peru,PER,1999,179.59315
Peru,PER,2000,274.7718
Peru,PER,2001,245.98553
Peru,PER,2002,332.9125
Peru,PER,2003,353.52545
Peru,PER,2004,378.55725
Peru,PER,2005,380.7357
Peru,PER,2006,321.2723
Peru,PER,2007,420.93457
Peru,PER,2008,372.65338
Peru,PER,2009,332.44098
Peru,PER,2010,323.56873
Peru,PER,2011,322.67303
Peru,PER,2012,341.2465
Peru,PER,2013,340.84607
Peru,PER,2014,333.10687
Peru,PER,2015,306.8575
Peru,PER,2016,322.72165
Peru,PER,2017,275.752
Peru,PER,2018,244.24802
Peru,PER,2019,249.36974
Peru,PER,2020,178.50797
Peru,PER,2021,177.37573
Peru,PER,2022,238.98401
Philippines,PHL,1965,15.714516
Philippines,PHL,1966,14.490248
Philippines,PHL,1967,10.973243
Philippines,PHL,1968,4.8853593
Philippines,PHL,1969,6.2481704
Philippines,PHL,1970,6.0882053
Philippines,PHL,1971,5.790703
Philippines,PHL,1972,5.507448
Philippines,PHL,1973,5.371999
Philippines,PHL,1974,7.342341
Philippines,PHL,1975,13.568181
Philippines,PHL,1976,15.727572
Philippines,PHL,1977,37.80048
Philippines,PHL,1978,33.70111
Philippines,PHL,1979,28.655176
Philippines,PHL,1980,33.622116
Philippines,PHL,1981,56.800484
Philippines,PHL,1982,61.78827
Philippines,PHL,1983,109.73725
Philippines,PHL,1984,171.57326
Philippines,PHL,1985,236.91158
Philippines,PHL,1986,182.30421
Philippines,PHL,1987,189.50125
Philippines,PHL,1988,234.49603
Philippines,PHL,1989,181.13388
Philippines,PHL,1990,237.10056
Philippines,PHL,1991,283.9251
Philippines,PHL,1992,243.9752
Philippines,PHL,1993,264.51285
Philippines,PHL,1994,262.85577
Philippines,PHL,1995,276.09512
Philippines,PHL,1996,363.10468
Philippines,PHL,1997,438.05118
Philippines,PHL,1998,463.53302
Philippines,PHL,1999,516.6071
Philippines,PHL,2000,689.8197
Philippines,PHL,2001,658.72003
Philippines,PHL,2002,604.7815
Philippines,PHL,2003,603.35394
Philippines,PHL,2004,622.9608
Philippines,PHL,2005,716.8539
Philippines,PHL,2006,666.69336
Philippines,PHL,2007,700.04877
Philippines,PHL,2008,810.0646
Philippines,PHL,2009,759.13416
Philippines,PHL,2010,864.04663
Philippines,PHL,2011,932.6897
Philippines,PHL,2012,959.1587
Philippines,PHL,2013,1166.8481
Philippines,PHL,2014,1221.4774
Philippines,PHL,2015,1311.0808
Philippines,PHL,2016,1451.154
Philippines,PHL,2017,1686.123
Philippines,PHL,2018,1751.3208
Philippines,PHL,2019,1841.9076
Philippines,PHL,2020,1818.8812
Philippines,PHL,2021,1931.5282
Philippines,PHL,2022,2016.5797
Poland,POL,1965,22154.818
Poland,POL,1966,22251.607
Poland,POL,1967,22468.12
Poland,POL,1968,23364.707
Poland,POL,1969,24360.518
Poland,POL,1970,25126.828
Poland,POL,1971,25540.975
Poland,POL,1972,26500.168
Poland,POL,1973,26376.705
Poland,POL,1974,26870.928
Poland,POL,1975,28715.318
Poland,POL,1976,29734.727
Poland,POL,1977,30493.701
Poland,POL,1978,31630.5
Poland,POL,1979,31723.05
Poland,POL,1980,33279.055
Poland,POL,1981,29400.123
Poland,POL,1982,30149.47
Poland,POL,1983,29790.459
Poland,POL,1984,30776.33
Poland,POL,1985,31235.604
Poland,POL,1986,31813.746
Poland,POL,1987,32770.21
Poland,POL,1988,31735.14
Poland,POL,1989,30222.533
Poland,POL,1990,23966.398
Poland,POL,1991,23673.53
Poland,POL,1992,22836.307
Poland,POL,1993,22533.99
Poland,POL,1994,20955.748
Poland,POL,1995,21297.43
Poland,POL,1996,21800.09
Poland,POL,1997,21277.023
Poland,POL,1998,19179.928
Poland,POL,1999,18413.082
Poland,POL,2000,16988.023
Poland,POL,2001,16719.1
Poland,POL,2002,16409.121
Poland,POL,2003,16904.959
Poland,POL,2004,16419.033
Poland,POL,2005,16617.184
Poland,POL,2006,17318.617
Poland,POL,2007,16890.926
Poland,POL,2008,16670.156
Poland,POL,2009,15636.628
Poland,POL,2010,16594.998
Poland,POL,2011,16551.107
Poland,POL,2012,15424.823
Poland,POL,2013,16080.414
Poland,POL,2014,14904.628
Poland,POL,2015,14682.258
Poland,POL,2016,14939.993
Poland,POL,2017,15023.017
Poland,POL,2018,15035.132
Poland,POL,2019,13406.86
Poland,POL,2020,12449.36
Poland,POL,2021,13813.156
Poland,POL,2022,12580.693
Portugal,PRT,1965,773.6699
Portugal,PRT,1966,790.88513
Portugal,PRT,1967,789.19604
Portugal,PRT,1968,713.2353
Portugal,PRT,1969,676.4587
Portugal,PRT,1970,625.45404
Portugal,PRT,1971,577.45526
Portugal,PRT,1972,502.9465
Portugal,PRT,1973,733.532
Portugal,PRT,1974,562.31165
Portugal,PRT,1975,520.66846
Portugal,PRT,1976,498.59567
Portugal,PRT,1977,446.31448
Portugal,PRT,1978,519.6808
Portugal,PRT,1979,536.7038
Portugal,PRT,1980,415.9832
Portugal,PRT,1981,468.42114
Portugal,PRT,1982,429.76544
Portugal,PRT,1983,467.8279
Portugal,PRT,1984,577.13837
Portugal,PRT,1985,894.6251
Portugal,PRT,1986,1684.4922
Portugal,PRT,1987,2191.3154
Portugal,PRT,1988,2525.9631
Portugal,PRT,1989,2819.199
Portugal,PRT,1990,3309.792
Portugal,PRT,1991,3475.1118
Portugal,PRT,1992,3520.9067
Portugal,PRT,1993,3829.2935
Portugal,PRT,1994,3978.3997
Portugal,PRT,1995,4862.0083
Portugal,PRT,1996,4519.3467
Portugal,PRT,1997,4093.8145
Portugal,PRT,1998,4073.0173
Portugal,PRT,1999,4207.391
Portugal,PRT,2000,4191.3315
Portugal,PRT,2001,3559.5508
Portugal,PRT,2002,3902.2334
Portugal,PRT,2003,3720.6711
Portugal,PRT,2004,3671.1924
Portugal,PRT,2005,3686.6838
Portugal,PRT,2006,3643.2905
Portugal,PRT,2007,3164.7383
Portugal,PRT,2008,2765.4688
Portugal,PRT,2009,3136.2073
Portugal,PRT,2010,1809.7068
Portugal,PRT,2011,2444.7712
Portugal,PRT,2012,3217.1746
Portugal,PRT,2013,2944.7473
Portugal,PRT,2014,2993.4941
Portugal,PRT,2015,3657.7375
Portugal,PRT,2016,3203.3076
Portugal,PRT,2017,3663.595
Portugal,PRT,2018,3077.6484
Portugal,PRT,2019,1410.9048
Portugal,PRT,2020,638.8752
Portugal,PRT,2021,221.04518
Portugal,PRT,2022,10.19097
Qatar,QAT,2005,0
Qatar,QAT,2012,27.86232
Qatar,QAT,2013,37.167336
Qatar,QAT,2014,216.37634
Qatar,QAT,2015,117.352585
Qatar,QAT,2016,115.35724
Qatar,QAT,2017,120.40809
Qatar,QAT,2018,168.70999
Qatar,QAT,2019,146.89774
Qatar,QAT,2020,27.127808
Qatar,QAT,2021,10.638418
Qatar,QAT,2022,42.661396
Romania,ROU,1965,2652.208
Romania,ROU,1966,2840.8584
Romania,ROU,1967,3127.3772
Romania,ROU,1968,3399.3718
Romania,ROU,1969,3889.0776
Romania,ROU,1970,4180.707
Romania,ROU,1971,4366.754
Romania,ROU,1972,4517.983
Romania,ROU,1973,5026.75
Romania,ROU,1974,5220.5005
Romania,ROU,1975,5341.0396
Romania,ROU,1976,5349.347
Romania,ROU,1977,5359.348
Romania,ROU,1978,5972.586
Romania,ROU,1979,6388.873
Romania,ROU,1980,6499.067
Romania,ROU,1981,6796.7915
Romania,ROU,1982,6467.285
Romania,ROU,1983,7447.6606
Romania,ROU,1984,7414.4033
Romania,ROU,1985,7704.331
Romania,ROU,1986,7781.542
Romania,ROU,1987,8307.506
Romania,ROU,1988,8970.098
Romania,ROU,1989,8932.75
Romania,ROU,1990,6395.881
Romania,ROU,1991,5337.0303
Romania,ROU,1992,5264.32
Romania,ROU,1993,5225.0527
Romania,ROU,1994,5253.1445
Romania,ROU,1995,5453.044
Romania,ROU,1996,5477.218
Romania,ROU,1997,5005.9253
Romania,ROU,1998,4243.184
Romania,ROU,1999,3709.1199
Romania,ROU,2000,3902.228
Romania,ROU,2001,4058.1863
Romania,ROU,2002,4399.7617
Romania,ROU,2003,4963.2637
Romania,ROU,2004,4924.629
Romania,ROU,2005,4740.229
Romania,ROU,2006,5416.418
Romania,ROU,2007,5505.565
Romania,ROU,2008,5334.9766
Romania,ROU,2009,4280.771
Romania,ROU,2010,4027.2402
Romania,ROU,2011,4721.251
Romania,ROU,2012,4370.307
Romania,ROU,2013,3406.4424
Romania,ROU,2014,3380.092
Romania,ROU,2015,3521.014
Romania,ROU,2016,3150.8
Romania,ROU,2017,3173.2856
Romania,ROU,2018,3040.8657
Romania,ROU,2019,2959.4543
Romania,ROU,2020,2145.9446
Romania,ROU,2021,2438.2156
Romania,ROU,2022,2331.5156
Russia,RUS,1985,16122.767
Russia,RUS,1986,16428.453
Russia,RUS,1987,16533.83
Russia,RUS,1988,16161.621
Russia,RUS,1989,15534.4375
Russia,RUS,1990,14325.215
Russia,RUS,1991,13087.506
Russia,RUS,1992,12275.671
Russia,RUS,1993,11067.158
Russia,RUS,1994,9683.758
Russia,RUS,1995,9345.514
Russia,RUS,1996,9192.509
Russia,RUS,1997,8492.959
Russia,RUS,1998,7966.6074
Russia,RUS,1999,8049.557
Russia,RUS,2000,8376.573
Russia,RUS,2001,8205.312
Russia,RUS,2002,8276.242
Russia,RUS,2003,8364.546
Russia,RUS,2004,8047.956
Russia,RUS,2005,7648.833
Russia,RUS,2006,7872.0044
Russia,RUS,2007,7631.786
Russia,RUS,2008,8186.3325
Russia,RUS,2009,7486.181
Russia,RUS,2010,7351.288
Russia,RUS,2011,7626.835
Russia,RUS,2012,7969.747
Russia,RUS,2013,7312.695
Russia,RUS,2014,7057.0527
Russia,RUS,2015,7405.5957
Russia,RUS,2016,7153.08
Russia,RUS,2017,6710.8203
Russia,RUS,2018,6919.6016
Russia,RUS,2019,6798.025
Russia,RUS,2020,6278.3345
Russia,RUS,2021,6558.6826
Russia,RUS,2022,6131.82
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,4.1549196
Saudi Arabia,SAU,2002,6.3740506
Saudi Arabia,SAU,2003,7.927607
Saudi Arabia,SAU,2004,6.925366
Saudi Arabia,SAU,2005,13.334126
Saudi Arabia,SAU,2006,9.0822735
Saudi Arabia,SAU,2007,24.438429
Saudi Arabia,SAU,2008,27.2045
Saudi Arabia,SAU,2009,9.601032
Saudi Arabia,SAU,2010,26.72484
Saudi Arabia,SAU,2011,25.394352
Saudi Arabia,SAU,2012,29.127884
Saudi Arabia,SAU,2013,36.49648
Saudi Arabia,SAU,2014,49.58261
Saudi Arabia,SAU,2015,31.646696
Saudi Arabia,SAU,2016,25.59568
Saudi Arabia,SAU,2017,39.176434
Saudi Arabia,SAU,2018,31.825901
Saudi Arabia,SAU,2019,32.728
Saudi Arabia,SAU,2020,28.562986
Saudi Arabia,SAU,2021,35.573612
Saudi Arabia,SAU,2022,35.1257
Singapore,SGP,1965,25.001987
Singapore,SGP,1966,30.495302
Singapore,SGP,1967,17.889685
Singapore,SGP,1968,35.05335
Singapore,SGP,1969,17.209131
Singapore,SGP,1970,16.921837
Singapore,SGP,1971,22.029179
Singapore,SGP,1972,16.34095
Singapore,SGP,1973,23.288229
Singapore,SGP,1974,28.077812
Singapore,SGP,1975,6.6474032
Singapore,SGP,1976,17.316832
Singapore,SGP,1977,22.030443
Singapore,SGP,1978,23.072264
Singapore,SGP,1979,3.3239295
Singapore,SGP,1980,14.426492
Singapore,SGP,1981,21.863245
Singapore,SGP,1982,7.565556
Singapore,SGP,1983,14.79153
Singapore,SGP,1984,22.153212
Singapore,SGP,1985,49.122437
Singapore,SGP,1986,29.686878
Singapore,SGP,1987,48.482613
Singapore,SGP,1988,55.535515
Singapore,SGP,1989,48.988407
Singapore,SGP,1990,82.5355
Singapore,SGP,1991,47.30077
Singapore,SGP,1992,66.53982
Singapore,SGP,1993,71.47241
Singapore,SGP,1994,82.97152
Singapore,SGP,1995,37.575676
Singapore,SGP,1996,0.90443665
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,18.75313
Singapore,SGP,2003,24.094221
Singapore,SGP,2004,18.832253
Singapore,SGP,2005,22.4856
Singapore,SGP,2006,12.960871
Singapore,SGP,2007,20.201105
Singapore,SGP,2008,11.778046
Singapore,SGP,2009,9.284119
Singapore,SGP,2010,17.568005
Singapore,SGP,2011,14.093354
Singapore,SGP,2012,53.816536
Singapore,SGP,2013,559.41394
Singapore,SGP,2014,811.1033
Singapore,SGP,2015,836.5336
Singapore,SGP,2016,867.37317
Singapore,SGP,2017,1812.1409
Singapore,SGP,2018,954.875
Singapore,SGP,2019,907.7562
Singapore,SGP,2020,852.2945
Singapore,SGP,2021,908.5046
Singapore,SGP,2022,805.65155
Slovakia,SVK,1965,16094.942
Slovakia,SVK,1966,16160.908
Slovakia,SVK,1967,15465.414
Slovakia,SVK,1968,16155.671
Slovakia,SVK,1969,16886.15
Slovakia,SVK,1970,16908.123
Slovakia,SVK,1971,17602.55
Slovakia,SVK,1972,17761.877
Slovakia,SVK,1973,17106.875
Slovakia,SVK,1974,16877.672
Slovakia,SVK,1975,16633.342
Slovakia,SVK,1976,16316.301
Slovakia,SVK,1977,16588.336
Slovakia,SVK,1978,17223.379
Slovakia,SVK,1979,16776.44
Slovakia,SVK,1980,18930.164
Slovakia,SVK,1981,18283.7
Slovakia,SVK,1982,18476.594
Slovakia,SVK,1983,18377.121
Slovakia,SVK,1984,19424.078
Slovakia,SVK,1985,19151.434
Slovakia,SVK,1986,17590.799
Slovakia,SVK,1987,18386.9
Slovakia,SVK,1988,19075.75
Slovakia,SVK,1989,18328.195
Slovakia,SVK,1990,17310.537
Slovakia,SVK,1991,15328.055
Slovakia,SVK,1992,13600.584
Slovakia,SVK,1993,13376.697
Slovakia,SVK,1994,11893.012
Slovakia,SVK,1995,11833.877
Slovakia,SVK,1996,11623.877
Slovakia,SVK,1997,10900.707
Slovakia,SVK,1998,9917.051
Slovakia,SVK,1999,9856.43
Slovakia,SVK,2000,9253.625
Slovakia,SVK,2001,9567.187
Slovakia,SVK,2002,9269.189
Slovakia,SVK,2003,10045.922
Slovakia,SVK,2004,9852.568
Slovakia,SVK,2005,9131.617
Slovakia,SVK,2006,9521.37
Slovakia,SVK,2007,8530.455
Slovakia,SVK,2008,8502.093
Slovakia,SVK,2009,8265.785
Slovakia,SVK,2010,8299.396
Slovakia,SVK,2011,7858.7646
Slovakia,SVK,2012,7402.38
Slovakia,SVK,2013,7350.514
Slovakia,SVK,2014,7212.665
Slovakia,SVK,2015,6946.836
Slovakia,SVK,2016,6848.0356
Slovakia,SVK,2017,7145.1484
Slovakia,SVK,2018,7082.1074
Slovakia,SVK,2019,5762.387
Slovakia,SVK,2020,4937.0854
Slovakia,SVK,2021,6003.5176
Slovakia,SVK,2022,5192.2754
Slovenia,SVN,1990,9214.85
Slovenia,SVN,1991,8397.24
Slovenia,SVN,1992,8740.559
Slovenia,SVN,1993,8329.729
Slovenia,SVN,1994,7759.547
Slovenia,SVN,1995,8050.579
Slovenia,SVN,1996,7431.343
Slovenia,SVN,1997,8242.805
Slovenia,SVN,1998,8353.908
Slovenia,SVN,1999,7649.8403
Slovenia,SVN,2000,7956.1865
Slovenia,SVN,2001,8443.11
Slovenia,SVN,2002,9191.32
Slovenia,SVN,2003,8696.703
Slovenia,SVN,2004,8809.505
Slovenia,SVN,2005,8804.359
Slovenia,SVN,2006,8938.516
Slovenia,SVN,2007,9042.749
Slovenia,SVN,2008,8666.057
Slovenia,SVN,2009,8000.748
Slovenia,SVN,2010,8116.0996
Slovenia,SVN,2011,8195.332
Slovenia,SVN,2012,7766.694
Slovenia,SVN,2013,7491.2695
Slovenia,SVN,2014,5905.3105
Slovenia,SVN,2015,5950.7153
Slovenia,SVN,2016,6332.7246
Slovenia,SVN,2017,6287.9043
Slovenia,SVN,2018,6125.03
Slovenia,SVN,2019,5771.4473
Slovenia,SVN,2020,5545.6147
Slovenia,SVN,2021,5089.7603
Slovenia,SVN,2022,3913.5894
South Africa,ZAF,1965,14945.43
South Africa,ZAF,1966,14307.004
South Africa,ZAF,1967,14272.342
South Africa,ZAF,1968,14485.471
South Africa,ZAF,1969,14187.452
South Africa,ZAF,1970,14221.183
South Africa,ZAF,1971,14770.035
South Africa,ZAF,1972,14455.956
South Africa,ZAF,1973,14966.881
South Africa,ZAF,1974,15244.441
South Africa,ZAF,1975,15827.859
South Africa,ZAF,1976,16177.629
South Africa,ZAF,1977,16315.98
South Africa,ZAF,1978,15425.116
South Africa,ZAF,1979,16020.717
South Africa,ZAF,1980,16859.209
South Africa,ZAF,1981,19477.674
South Africa,ZAF,1982,20810.344
South Africa,ZAF,1983,20577.363
South Africa,ZAF,1984,21561.65
South Africa,ZAF,1985,21496.592
South Africa,ZAF,1986,21092.637
